payment_rate,ext_source_1,ext_source_2,ext_source_3,days_birth,amt_annuity,prev_cnt_payment_mean,days_id_publish,amt_goods_price,days_employed,instal_days_entry_payment_max,instal_dpd_mean,approved_cnt_payment_mean,amt_credit,pos_months_balance_size,instal_amt_payment_min,active_days_credit_max,instal_amt_payment_sum,instal_days_entry_payment_mean,annuity_income_perc,days_last_phone_change,own_car_age,days_employed_perc,instal_days_entry_payment_sum,buro_amt_credit_sum_debt_mean,income_credit_perc,instal_dbd_sum,active_amt_credit_sum_limit_mean,prev_app_credit_perc_min,name_family_status_married,instal_payment_diff_mean,pos_months_balance_max,closed_days_credit_max,name_contract_type_cash_loans,active_amt_credit_max_overdue_mean,prev_app_credit_perc_mean,code_gender_m,region_rating_client_w_city,prev_amt_annuity_min,buro_credit_type_mortgage_mean,prev_name_yield_group_low_action_mean,days_registration,instal_amt_instalment_max,buro_days_credit_max,pos_sk_dpd_def_mean,active_days_credit_enddate_max,buro_credit_type_microloan_mean,buro_days_credit_enddate_max,approved_days_decision_max,approved_amt_annuity_mean,prev_name_contract_status_refused_mean,active_days_credit_enddate_min,buro_amt_credit_sum_mean,buro_amt_credit_max_overdue_mean,active_amt_credit_sum_sum,instal_payment_perc_mean,name_education_type_higher_education,prev_name_yield_group_high_mean,approved_amt_down_payment_max,prev_amt_annuity_mean,approved_cnt_payment_sum,active_amt_credit_sum_debt_mean,region_population_relative,approved_amt_credit_max,prev_product_combination_cash_x_sell_low_mean,closed_amt_credit_sum_mean,def_60_cnt_social_circle,active_amt_credit_sum_mean,closed_amt_credit_sum_sum,instal_payment_diff_sum,active_days_credit_enddate_mean,buro_amt_credit_sum_max,active_days_credit_mean,pos_sk_dpd_def_max,buro_days_credit_mean,approved_app_credit_perc_max,instal_num_instalment_version_nunique,instal_dbd_max,instal_dbd_mean,instal_amt_instalment_sum,flag_document_3,code_gender_f,amt_req_credit_bureau_qrt,flag_own_car,instal_amt_payment_mean,active_amt_credit_sum_max,prev_channel_type_channel_of_corporate_sales_mean,closed_amt_credit_sum_max,prev_name_yield_group_low_normal_mean,buro_amt_credit_sum_sum,instal_payment_perc_sum,years_beginexpluatation_medi,refused_days_decision_mean,reg_city_not_live_city,pos_count,pos_name_contract_status_active_mean,approved_amt_application_max,approved_days_decision_min,closed_days_credit_update_mean,name_education_type_secondary_secondary_special,prev_days_decision_mean,active_months_balance_size_mean,def_30_cnt_social_circle,prev_name_type_suite_unaccompanied_mean,buro_status_1_mean_mean,active_amt_credit_sum_debt_sum,buro_status_c_mean_mean,prev_name_contract_status_approved_mean,prev_name_client_type_new_mean,instal_amt_payment_max,pos_name_contract_status_completed_mean,refused_days_decision_max,buro_amt_credit_sum_debt_max,prev_name_product_type_walk_in_mean,prev_name_goods_category_furniture_mean,income_per_person,prev_name_seller_industry_connectivity_mean,prev_name_yield_group_middle_mean,active_amt_credit_sum_limit_sum,prev_product_combination_pos_industry_with_interest_mean,prev_amt_down_payment_max,active_amt_credit_sum_overdue_mean,organization_type_self_employed,instal_payment_diff_max,amt_income_total,prev_channel_type_ap_cash_loan_mean,closed_days_credit_var,prev_hour_appr_process_start_mean,closed_days_credit_enddate_min,prev_name_portfolio_cards_mean,closed_days_credit_enddate_max,closed_days_credit_enddate_mean,prev_name_goods_category_photo_cinema_equipment_mean,occupation_type_core_staff,prev_days_decision_max,prev_rate_down_payment_mean,buro_credit_active_closed_mean,buro_credit_type_car_loan_mean,prev_name_yield_group_xna_mean,wallsmaterial_mode_panel,active_days_credit_min,organization_type_construction,buro_status_x_mean_mean,active_days_credit_update_mean,name_income_type_state_servant,closed_amt_credit_max_overdue_mean,approved_days_decision_mean,prev_amt_annuity_max,approved_hour_appr_process_start_mean,prev_product_combination_cash_street_low_mean,approved_amt_annuity_max,prev_days_decision_min,active_amt_credit_sum_debt_max,buro_days_credit_min,prev_channel_type_credit_and_cash_offices_mean,prev_product_combination_cash_street_high_mean,approved_app_credit_perc_min,prev_product_combination_cash_x_sell_high_mean,prev_product_combination_pos_industry_without_interest_mean,prev_name_product_type_x_sell_mean,approved_hour_appr_process_start_max,instal_dpd_max,buro_days_credit_update_mean,organization_type_industry_type_9,prev_code_reject_reason_xap_mean,active_months_balance_size_sum,prev_name_contract_type_consumer_loans_mean,prev_cnt_payment_sum,buro_months_balance_size_mean,prev_rate_down_payment_max,prev_rate_down_payment_min,prev_amt_down_payment_mean,prev_amt_credit_mean,prev_amt_credit_max,prev_amt_application_mean,closed_months_balance_size_sum,closed_months_balance_size_mean,organization_type_school,sk_id_curr,floorsmax_medi,years_beginexpluatation_avg,apartments_avg,nonlivingapartments_mode,hour_appr_process_start,years_build_mode,years_beginexpluatation_mode,flag_document_18,occupation_type_drivers,flag_work_phone,floorsmax_avg,apartments_mode,prev_weekday_appr_process_start_thursday_mean,approved_hour_appr_process_start_min,sk_id_curr.1,target
0.04830725227579,0.5021298056566625,0.6226517577753016,0.6023863442690867,-20614,31617.0,24.0,-3098,585000.0,-2384.1693246132063,-22.0,0.3260869565217391,24.0,654498.0,45.0,40.635,-1026.0,605688.975,-677.2173913043479,0.2342,-1237.0,12.061090818687727,0.1568614732917866,-31152.0,12519.936,0.2062649542091801,444.0,0.0,0.8347245409015025,True,1307.738152173913,-2.0,-903.0,True,0.0,0.8920682270190271,False,2,6951.69,0.0,0.25,-8985.0,23644.935,-903.0,0.0444444444444444,69.0,0.0,69.0,-196.0,14368.2075,0.0,69.0,298198.28571428574,2021.27625,631183.5,0.9130434782608696,False,0.0,0.0,14368.2075,96.0,62599.68,0.005313,808650.0,0.25,251551.125,0.0,315591.75,1006204.5,60155.955,69.0,450000.0,-1026.0,2.0,-1062.2857142857142,0.94980879541109,1.0,51.0,9.652173913043478,665844.93,1,True,0.0,0,13167.151630434782,450000.0,0.0,405000.0,0.25,2087388.0,42.0,0.977752264069484,-847.7527091767147,0,4.0,0.9333333333333332,675000.0,-1237.0,-860.0,True,-789.5,33.5,0.0,1.0,0.063985594237695,62599.68,0.2593344155844156,1.0,0.25,23644.935,0.0666666666666666,-728.6250423754162,62599.68,0.0,0.0,67500.0,0.0,0.5,0.0,0.0,0.0,0.0,False,16599.24,135000.0,0.0,37249.66666666666,12.5,-950.0,0.0,-85.0,-633.6666666666666,0.0,False,-196.0,0.0,0.5714285714285714,0.0,0.0,False,-1026.0,False,0.0263798701298701,-21.0,False,0.0,-789.5,23644.935,12.5,0.0,23644.935,-1237.0,62599.68,-1316.0,0.25,0.0,0.8347245409015025,0.0,0.0,0.5,15.0,4.0,-524.4285714285714,False,1.0,67.0,0.5,96.0,33.285714285714285,0.0,0.0,0.0,295254.0,808650.0,252819.0,132.0,33.0,False,174545,0.2258965900926267,0.9777348581623324,0.117440499174645,0.0080763875442833,9,0.7596373227337584,0.9770653729429092,0,False,0,0.2262819070366558,0.1142310069329811,0.25,10.0,174545,1
0.1082527624309392,0.5021298056566625,0.6559599719794063,0.4920600938649263,-9080,25393.5,12.0,-1743,202500.0,-1080.0,-25.0,0.0,12.0,234576.0,12.0,8717.625,-1054.0,104646.15,-194.33333333333331,0.1881,-379.0,13.0,0.118942731277533,-2332.0,16632.0,0.5755064456721916,220.0,0.0,1.2500301968836816,False,0.0,-1.0,-907.4413399083268,True,2529.062931860909,1.2500301968836816,True,2,8720.775,0.0,0.0,-1909.0,8720.775,-1054.0,0.0,2598.0,0.0,2598.0,-379.0,8720.775,0.0,2598.0,112500.0,5242.425045552701,112500.0,1.0,False,1.0,18630.0,8720.775,12.0,16632.0,0.010643,74511.0,0.0,257650.4947369703,0.0,112500.0,975738.234218908,0.0,2598.0,112500.0,-1054.0,0.0,-1054.0,1.2500301968836816,1.0,23.0,18.33333333333333,104646.15,1,False,0.0,1,8720.512499999999,112500.0,0.0,518747.7569519693,0.0,112500.0,12.0,0.977752264069484,-847.7527091767147,0,1.0,1.0,93141.0,-379.0,-827.340628696503,True,-379.0,35.0,0.0,0.0,0.0571428571428571,16632.0,0.0,1.0,1.0,8720.775,0.0,-728.6250423754162,16632.0,0.0,0.0,135000.0,1.0,0.0,0.0,0.0,18630.0,0.0,False,0.0,135000.0,0.0,431956.218484439,16.0,-1352.0788871734535,0.0,774.7432853837643,-566.9323770745958,0.0,False,-379.0,0.2178392290866924,0.0,0.0,0.0,False,-1054.0,False,0.4285714285714285,-6.0,False,6126.217326996588,-379.0,8720.775,16.0,0.0,8720.775,-379.0,16632.0,-1054.0,0.0,0.0,1.2500301968836816,0.0,0.0,0.0,16.0,0.0,-6.0,False,1.0,35.0,1.0,12.0,35.0,0.2178392290866924,0.2178392290866924,18630.0,74511.0,74511.0,93141.0,48.28184997719028,33.45759210137845,False,209898,0.2258965900926267,0.9777348581623324,0.117440499174645,0.0080763875442833,17,0.7596373227337584,0.9770653729429092,0,True,0,0.2262819070366558,0.1142310069329811,0.0,16.0,209898,0
0.1060925567080816,0.6909994075791971,0.6707933556550142,0.5108529061799658,-15933,16753.5,6.0,-4424,139500.0,-114.0,-334.0,0.0,6.0,157914.0,2.0,50803.875,-416.9321713101543,50803.875,-334.0,0.14892,-343.0,19.0,0.0071549614008661,-334.0,160390.07697277027,0.7124130856035563,21.0,12823.428989536824,0.9380863039399624,False,0.0,-10.0,-907.4413399083268,True,2529.062931860909,0.9380863039399624,True,1,9727.335,0.0142329260036974,0.0,-7826.0,50803.875,-489.2978166237177,0.0,4755.17542401783,0.0042076923787287,4433.041953437809,-343.0,9727.335,0.0,1011.9006181942196,378080.2007893016,5242.425045552701,1311231.0008266266,1.0,False,1.0,11083.193177128447,9727.335,6.0,377157.5166317376,0.032561,47970.0,0.0,257650.4947369703,0.0,564073.1126196472,975738.234218908,0.0,2480.87530588604,976004.1487244678,-650.7897889111249,0.0,-1083.047109686962,0.9380863039399624,1.0,21.0,21.0,50803.875,1,False,0.0,1,50803.875,941883.8426186952,0.0,518747.7569519693,0.0,1955806.58605454,1.0,0.977752264069484,-847.7527091767147,0,1.0,0.5,45000.0,-343.0,-827.340628696503,True,-343.0,18.09576909606108,0.0,0.0,0.0141994245628681,765096.5366639836,0.3302494922420468,1.0,1.0,50803.875,0.5,-728.6250423754162,521627.49404093606,1.0,0.0,112500.0,0.0,0.0,24678.888513571263,0.0,11681.062017470442,103.971412562866,False,0.0,112500.0,0.0,431956.218484439,12.0,-1352.0788871734535,0.0,774.7432853837643,-566.9323770745958,0.0,False,-343.0,0.0819242971471755,0.5831121616713061,0.0198728948284302,0.0,False,-938.2148376698136,False,0.1945430959229843,-132.19656273718968,False,6126.217326996588,-343.0,9727.335,12.0,0.0,9727.335,-343.0,639896.7925930882,-1762.3748818745232,1.0,1.0,0.9380863039399624,0.0,0.0,0.0,12.0,0.0,-546.6324987270407,False,1.0,16.17201934146903,0.0,6.0,27.477237166855787,0.1280019546663365,0.0470776856089756,7080.503289035023,47970.0,47970.0,45000.0,48.28184997719028,33.45759210137845,False,454938,0.2258965900926267,0.9777348581623324,0.117440499174645,0.0080763875442833,14,0.7596373227337584,0.9770653729429092,0,False,0,0.2262819070366558,0.1142310069329811,0.0,12.0,454938,0
0.03226,0.5087486232474099,0.4861195361236368,0.3457848024695955,-9926,36292.5,9.5,-2474,1125000.0,-1061.0,-46.0,0.0526315789473684,9.5,1125000.0,42.0,4212.45,-238.0,210014.055,-1097.0526315789473,0.1466363636363636,-1269.0,9.0,0.1068909933507959,-41688.0,1339.5,0.22,464.0,15000.0,1.0,True,0.0,-1.0,-1093.0,True,0.0,1.1336384265346933,True,2,4213.35,0.0,0.0,-6542.0,8422.56,-238.0,0.0,31111.0,0.0,31111.0,-342.0,5700.43125,0.0,-476.0,281499.0,4774.5,1518993.0,1.0,False,0.25,11250.0,5700.43125,38.0,3013.875,0.011703,74155.5,0.0,242374.5,1.0,379748.25,969498.0,0.0,9170.5,1440000.0,-669.75,0.0,-1047.4444444444443,1.2133236257735711,1.0,37.0,12.210526315789474,210014.055,1,False,0.0,1,5526.685657894736,1440000.0,0.0,863527.5,0.5,2533491.0,38.0,0.977752264069484,-847.7527091767147,0,4.0,0.9047619047619048,74155.5,-2682.0,-812.0,False,-1228.25,18.09576909606108,1.0,0.25,0.0141994245628681,12055.5,0.3302494922420468,1.0,0.25,8422.56,0.0714285714285714,-728.6250423754162,12055.5,0.0,0.0,123750.0,1.0,0.25,45000.0,0.0,11250.0,0.0,False,0.0,247500.0,0.0,41872.91666666666,18.75,-1277.0,0.0,520.0,-758.75,0.0,False,-342.0,0.143679679754822,0.4444444444444444,0.0,0.0,False,-1307.0,False,0.1945430959229843,-139.5,False,14323.5,-1228.25,8422.56,18.75,0.0,8422.56,-2682.0,12055.5,-1521.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,-439.8888888888889,False,1.0,0.0,1.0,38.0,27.477237166855787,0.2534891791013195,0.0,5115.375,42075.0,74155.5,46180.125,0.0,33.45759210137845,False,398930,0.2258965900926267,0.9777348581623324,0.117440499174645,0.0080763875442833,16,0.7596373227337584,0.9770653729429092,0,False,0,0.2262819070366558,0.1142310069329811,0.25,14.0,398930,0
0.039065,0.0689391029912371,0.2475628684144512,0.2276129150623945,-11757,35158.5,8.666666666666666,-81,900000.0,-1593.0,-40.0,0.140495867768595,8.666666666666666,900000.0,22.0,2.34,-174.0,716714.595,-1457.4380165289256,0.1736222222222222,-524.0,12.061090818687727,0.1354937484052054,-176350.0,51826.5,0.225,433.0,0.0,0.0,True,55.78512396694215,-27.0,-404.0,True,0.0,0.8654002628603211,True,2,6750.0,0.0,0.0,-4380.0,124784.145,-174.0,0.0,615.0,0.0,615.0,-1180.0,15172.53,0.0,101.0,467526.2142857143,0.0,1414521.0,0.9917355371900828,False,0.1666666666666666,52452.0,15172.53,26.0,181392.75,0.010006,228087.0,0.0,371632.5,0.0,707260.5,1858162.5,6750.0,358.0,1300500.0,-692.5,0.0,-1170.0,1.1498244091070513,3.0,46.0,3.5785123966942147,723464.595,1,False,1.0,0,5923.261115702479,1300500.0,0.0,900000.0,0.1666666666666666,3272683.5,120.0,0.9861,-847.7527091767147,0,2.0,0.8636363636363636,262260.0,-2825.0,-645.4,True,-1089.6666666666667,6.5,0.0,0.1666666666666666,0.0,362785.5,0.0,0.5,0.0,124784.145,0.0909090909090909,-728.6250423754162,305910.0,0.0,0.1666666666666666,101250.0,0.6666666666666666,0.0,0.0,0.1666666666666666,52452.0,0.0,True,4500.0,202500.0,0.0,842116.5,13.833333333333334,-1212.0,0.1666666666666666,-53.0,-635.4,0.0,False,-174.0,0.0668196013041121,0.7142857142857143,0.0,0.6666666666666666,False,-1211.0,False,0.1224489795918367,-16.5,False,6126.217326996588,-1807.0,22004.055,13.0,0.0,22004.055,-2825.0,305910.0,-2537.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,17.0,9.0,-465.7142857142857,False,0.5,13.0,0.8333333333333334,26.0,6.857142857142857,0.2036258643669376,0.0,14990.579999999998,137318.69999999998,228087.0,121687.35,35.0,7.0,False,201672,0.0833,0.9861,0.034,0.0,8,0.8171,0.9861,0,True,0,0.0833,0.0347,0.1666666666666666,9.0,201672,0
0.05,0.6349691470123091,0.2324261375030008,0.4436153084085652,-22402,11250.0,24.0,-4216,225000.0,-2384.1693246132063,-219.0,0.0,9.0,225000.0,13.0,8590.86,-88.0,155561.49,-357.54545454545456,0.0925925925925925,-507.0,12.061090818687727,0.1568614732917866,-3933.0,77975.51000000001,0.54,141.0,3321.0,0.853534587804563,False,0.0,-7.0,-238.0,False,0.0,0.9315131729169598,False,3,8590.86,0.0,0.0,-558.0,64643.04,-88.0,0.0,1009.0,0.0,1009.0,-367.0,9008.55,0.4,308.0,143551.4715,230.625,878314.185,1.0,False,0.2,0.0,12976.25625,18.0,175444.89750000002,0.018209,92038.5,0.2,92866.755,0.0,219578.54625,557200.53,0.0,618.25,293314.185,-204.25,0.0,-461.1,0.968054211035818,2.0,22.0,12.818181818181818,155561.49,0,True,0.0,0,14141.953636363636,293314.185,0.0,180000.0,0.4,1435514.715,11.0,0.9851,-256.0,0,2.0,0.8461538461538461,83245.5,-507.0,-417.6666666666667,True,-295.6,18.09576909606108,0.0,0.2,0.0141994245628681,701779.5900000001,0.3302494922420468,0.4,0.2,64643.04,0.1538461538461538,-145.0,271570.59,0.2,0.0,121500.0,0.0,0.2,13284.0,0.0,0.0,0.0,False,0.0,121500.0,0.2,136286.6666666667,13.2,-1227.0,0.0,-88.0,-437.3333333333333,0.0,False,-92.0,0.0,0.6,0.0,0.2,True,-422.0,False,0.1945430959229843,-29.75,False,384.375,-437.0,23432.175,13.5,0.0,9426.24,-507.0,271570.59,-1282.0,0.2,0.2,0.904463892827458,0.0,0.0,0.4,14.0,0.0,-262.5,False,0.6,0.0,0.2,96.0,27.477237166855787,0.0,0.0,0.0,214979.4,801373.5,189449.1,0.0,33.45759210137845,False,132243,0.1667,0.9851,0.1031,0.0,10,0.804,0.9851,0,False,0,0.1667,0.105,0.6,13.0,132243,0
0.0322593210907067,0.5021298056566625,0.5467978076602136,0.2594676548211199,-18576,26086.5,0.0,-2026,675000.0,-4725.0,-9.0,0.0,0.0,808650.0,29.51650405605229,78.975,-68.0,18933.975,-77.9090909090909,0.28985,-170.0,12.061090818687727,0.2543604651162791,-857.0,70817.625,0.1112966054535336,33.0,12823.428989536824,1.0,False,0.0,-12.56070949821036,-1817.0,True,2529.062931860909,1.0,False,2,2250.0,0.0,0.0,-2051.0,2422.665,-68.0,0.214863224878405,1033.0,0.0,1033.0,-170.0,2250.0,0.0,-1912.0,109703.57142857143,5242.425045552701,585000.0,1.0,False,0.0,11083.193177128447,2250.0,0.0,141635.25,0.009549,45000.0,0.0,60975.0,0.0,146250.0,182925.0,0.0,-439.5,225000.0,-1032.0,1.46882989455646,-1561.142857142857,1.0,1.0,13.0,3.0,18933.975,1,True,0.0,0,1721.2704545454544,225000.0,0.0,135000.0,0.0,767925.0,11.0,0.977752264069484,-847.7527091767147,0,2.7650840922596425,0.9046864333530296,45000.0,-170.0,-1958.3333333333333,True,-170.0,18.09576909606108,0.0,1.0,0.0141994245628681,283270.5,0.3302494922420468,1.0,1.0,2422.665,0.0830191080275918,-728.6250423754162,241452.0,1.0,0.0,90000.0,0.0,0.0,0.0,0.0,11681.062017470442,0.0,False,0.0,90000.0,1.0,262206.3333333333,11.0,-2459.0,1.0,-1544.0,-1963.0,0.0,False,-170.0,0.0819242971471755,0.4285714285714285,0.0,1.0,False,-2466.0,False,0.1945430959229843,-492.25,False,6126.217326996588,-170.0,2250.0,11.0,0.0,2250.0,-170.0,241452.0,-2824.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,-1120.571428571429,False,1.0,0.0,0.0,0.0,27.477237166855787,0.1280019546663365,0.0470776856089756,7080.503289035023,45000.0,45000.0,45000.0,0.0,33.45759210137845,False,429350,0.2258965900926267,0.9777348581623324,0.117440499174645,0.0080763875442833,14,0.7596373227337584,0.9770653729429092,0,False,0,0.2262819070366558,0.1142310069329811,1.0,11.0,429350,1
0.04864,0.2231883409620712,0.6484104123892844,0.5531646987710016,-14783,21888.0,10.0,-2537,450000.0,-84.0,-1026.0,0.0,10.0,450000.0,6.0,8233.335,-519.0,80530.785,-1085.0,0.4053333333333333,-1160.0,12.061090818687727,0.005682202529933,-5425.0,90814.5,0.12,80.0,0.0,1.0,True,0.0,-33.0,-1277.0,True,2529.062931860909,1.0,False,2,8233.335,0.0,1.0,-8456.0,47597.445,-519.0,0.0,1307.0,0.0,2340.0,-1160.0,8233.335,0.0,980.0,306225.0,0.0,765000.0,1.0,True,0.0,0.0,8233.335,10.0,227036.25,0.008625,76950.0,0.0,268087.5,0.0,382500.0,1072350.0,0.0,1143.5,495000.0,-682.5,0.0,-1254.0,1.0,2.0,19.0,16.0,80530.785,1,True,0.0,0,16106.157,495000.0,0.0,460350.0,0.0,1837350.0,5.0,0.9816,-847.7527091767147,0,1.0,0.8333333333333334,76950.0,-1160.0,-592.25,False,-1160.0,18.09576909606108,0.0,0.0,0.0141994245628681,454072.5,0.3302494922420468,1.0,1.0,47597.445,0.1666666666666666,-728.6250423754162,415183.5,0.0,1.0,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,54000.0,0.0,239942.91666666663,19.0,-1309.0,0.0,2340.0,348.5,0.0,True,-1160.0,0.0,0.6666666666666666,0.0,0.0,False,-846.0,False,0.1945430959229843,-46.0,False,0.0,-1160.0,8233.335,19.0,0.0,8233.335,-1160.0,415183.5,-2274.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,-410.1666666666667,False,1.0,0.0,1.0,10.0,27.477237166855787,0.0,0.0,0.0,76950.0,76950.0,76950.0,0.0,33.45759210137845,False,410203,0.1667,0.9816,0.0835,0.0080763875442833,18,0.7596373227337584,0.9816,0,False,1,0.1667,0.0851,1.0,19.0,410203,0
0.042368,0.2784712989825959,0.713935524422844,0.3842068130556564,-16032,47664.0,14.5,-4019,1125000.0,-5139.0,-757.0,0.5166666666666667,14.5,1125000.0,64.0,4.5,-191.0,1125368.865,-2000.8833333333332,0.2648,-1903.0,12.061090818687727,0.3205464071856287,-120053.0,3546.3,0.16,783.0,0.0,0.9099181073703366,True,417.15,-24.0,-455.0,True,0.0,1.115896539281891,False,2,8503.47,0.0,0.0,-5475.0,197451.45,-191.0,0.0,27309.0,0.0,27309.0,-833.0,13893.06375,0.0,-435.0,422710.875,2483.1225,2200500.0,0.9833333333333332,False,0.2,216000.0,13893.06375,58.0,17731.5,0.0196889999999999,405000.0,0.0,380239.5,0.0,550125.0,4562874.0,25029.0,7159.5,1800000.0,-863.75,0.0,-1091.4375,1.5333333333333334,2.0,43.0,13.05,1150397.865,1,True,0.0,0,18756.14775,1021500.0,0.0,1800000.0,0.0,6763374.0,59.0,0.9747,-847.7527091767147,0,5.0,0.921875,621000.0,-2273.0,-683.0833333333334,True,-1748.4,28.25,0.0,0.4,0.0095973440545808,53194.5,0.4587472240319336,0.8,0.0,197451.45,0.0625,-728.6250423754162,53194.5,0.0,0.0,60000.0,0.2,0.6,0.0,0.0,216000.0,0.0,False,25024.5,180000.0,0.0,173307.33333333334,13.4,-1424.0,0.0,10083.0,538.0,0.0,True,-833.0,0.1357782829964402,0.75,0.0,0.2,False,-1664.0,False,0.2125638569604087,-322.25,False,3724.68375,-1798.25,25029.0,12.75,0.0,25029.0,-2273.0,53194.5,-1703.0,0.2,0.2,0.9099181073703366,0.0,0.0,0.2,15.0,9.0,-592.875,False,0.8,113.0,0.8,58.0,30.5,0.3788142292490117,0.0,46949.490000000005,141799.5,405000.0,183823.29,375.0,31.25,False,376596,0.1667,0.9747,0.1268,0.0,18,0.6668,0.9747,0,False,1,0.1667,0.1292,0.0,10.0,376596,0
0.0380704007548554,0.5021298056566625,0.5422529112247184,0.6894791426446275,-18445,13072.5,21.33333333333333,-1988,283500.0,-10811.0,-54.0,0.1219512195121951,21.33333333333333,343377.0,85.0,2657.745,-13.0,1179627.525,-674.0853658536586,0.1075925925925925,0.0,29.0,0.5861208999728924,-55275.0,2430.0,0.3538384923859198,2147.0,0.0,0.7006305675107597,False,471.83817073170746,-1.0,-75.0,True,2529.062931860909,0.8851316988324598,True,2,2657.745,0.0,0.0,-10859.0,25020.45,-13.0,0.0,3.0,0.0,3.0,-364.0,10362.615,0.0,3.0,82496.7,5242.425045552701,193500.0,0.975609756097561,False,0.2857142857142857,4005.0,10362.615,128.0,14580.0,0.010147,448074.0,0.1428571428571428,78933.375,1.0,96750.0,631467.0,38690.73000000001,3.0,238347.0,-103.0,0.0,-770.9,1.0577367205542725,2.0,90.0,26.182926829268293,1218318.255,1,False,0.0,1,14385.701524390246,180000.0,0.0,238347.0,0.1428571428571428,824967.0,80.0,0.9722,-847.7527091767147,0,6.0,0.9411764705882352,360000.0,-1927.0,-716.25,True,-915.8571428571428,4.0,1.0,0.1428571428571428,0.0,14580.0,0.3632281205164993,0.8571428571428571,0.1428571428571428,25020.45,0.0470588235294117,-728.6250423754162,14580.0,0.0,0.0,121500.0,0.4285714285714285,0.4285714285714285,0.0,0.0,4005.0,0.0,False,13480.245000000004,121500.0,0.0,1062620.982142857,16.428571428571427,-1846.0,0.0,-14.0,-711.875,0.0,False,-364.0,0.1094566603189722,0.8,0.0,0.1428571428571428,False,-193.0,False,0.248077474892396,-5.5,False,6126.217326996588,-1007.8333333333334,25020.45,16.333333333333332,0.0,25020.45,-1927.0,14580.0,-2566.0,0.5714285714285714,0.0,0.7006305675107597,0.0,0.0,0.4285714285714285,19.0,5.0,-574.1,False,1.0,8.0,0.4285714285714285,128.0,15.9,0.1286502499537122,0.0978820645721361,3165.0,156931.07142857142,448074.0,122677.71428571428,151.0,18.875,False,446827,0.0,0.9722,0.0052,0.0080763875442833,12,0.7596373227337584,0.9722,0,False,0,0.0,0.0053,0.1428571428571428,13.0,446827,0
